code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
7211,三菱自動車工業,輸送用機器,361,9.44,228.1,3.2,5.2,386,328,415,厳選,順張り,8.35,[],,0.5183502264304671,中立,📊業種空売り中立(51.8%),18.0
4063,信越化学工業,化学,7320,4.42,610.9,3.1,1.1,7460,6890,7930,厳選,順張り,3.95,[],,0.4581211110515748,中立,📊業種空売り中立(45.8%),10.2
6856,堀場製作所,電気機器,27800,5.06,72.2,3.8,1.4,28200,25100,30100,厳選,順張り,3.65,[],,0.3212353112648401,空売り低位,📈業種空売り低位(32.1%),9.41
6871,日本マイクロニクス,電気機器,16700,2.14,204.0,7.0,1.0,17330,14650,18180,厳選,順張り,0.73,[],,0.3212353112648401,空売り低位,📈業種空売り低位(32.1%),7.73
6857,アドバンテスト,電気機器,29830,2.3,2186.8,5.5,0.8,30580,27545,35940,厳選,順張り,0.89,[],,0.3212353112648401,空売り低位,📈業種空売り低位(32.1%),7.49
6361,荏原製作所,機械,6127,4.57,165.7,5.2,0.8,6299,5638,6890,補欠,順張り,2.79,[],,0.46317072140552273,中立,📊業種空売り中立(46.3%),9.39
8473,ＳＢＩホールディングス,証券、商品先物取引業,2800,3.63,125.4,2.7,1.1,2842,2677,3247,補欠,順張り,2.11,[],,0.41867833982400576,中立,📊業種空売り中立(41.9%),9.31
6724,セイコーエプソン,電気機器,2869,3.02,64.6,2.9,1.1,2930,2762,3129,補欠,順張り,1.61,[],,0.3212353112648401,空売り低位,📈業種空売り低位(32.1%),7.04
4968,荒川化学工業,化学,2272,4.51,8.7,7.5,1.1,2327,1923,2625,補欠,順張り,4.04,[],,0.4581211110515748,中立,📊業種空売り中立(45.8%),5.635
2760,東京エレクトロン　デバイス,卸売業,3910,3.99,6.0,4.3,1.0,4085,3705,4495,補欠,順張り,3.76,[],,0.4837307821376483,中立,📊業種空売り中立(48.4%),5.3
